Place Name,Place Id,State,District,City,Latitude,Longitude,Type,Short Description,Long Description,Did You Know,Main Image,Other Images
Ashvem Beach,GA_NorthGoa_AshvemBeach,Goa,North Goa,Mandrem,15.6438,73.7174,Port & Sea Beach,"Ashvem beach, also known as Ashwem beach is one of the best kept secrets of North Goa","The long pristine stretch of sand that is Ashvem beach is tucked away from the crowds and is an ideal place for tourists who want a quiet vacation soaking up the sun, sand and surf. The seas around Ashwem beach are perfect for swimming in, and the river that runs nearby offers a safe place for youngsters who are unable to handle the waves of the ocean.","The reason for its popularity is its extensive stretches of white sand and exotic palm trees that grow along the fringes of this beach. It is also home to the sprawling cashew plantation and people are also attracted to this area due to the thriving fishing and sea-food culture prevalent here. $The restaurants on the beach serve fresh seafood and local delicacies using the best ingredients and authentic recipes. $Another attractive feature about the beach is that it is very clean and maintained well by the local authorities as well as the tourists who visit the place. When you are in Ashwem Beach, make sure you also catch the breathtaking sunset. ",https://i.imgur.com/2BHi6j3.jpg,https://i.imgur.com/2BHi6j3.jpg https://i.imgur.com/twfr89r.jpg https://i.imgur.com/rraE7eo.jpg https://i.imgur.com/4L7QZLB.jpg https://i.imgur.com/xTtMOue.jpg https://i.imgur.com/f3kyj38.jpg https://i.imgur.com/7NQh6bU.jpg
Galgibaga Beach,GA_SouthGoa_GalgibagaBeach,Goa,South Goa,Galgibaga,14.96,74.0496,Port & Sea Beach,The beach is known for being one of the serene nesting places of the famous olive ridley turtle,"Galgibaga is perfectly defined as an ideally serene shoreline, still perfect bordered by casuarinas that influence carefully in the lilting ocean breeze. The beach is known as one of the three places in Goa that form the nesting grounds of the Olive Ridley turtles, a protected species. The northern portion of this beach is protected as the turtles nesting grounds and gives the beach its nickname, Turtle beach.","This shoreline has a town group that are mostly peace-adoring fisherfolk and an interaction with them help you appreciate more of village life in Goa. $The Galgibaga beach is one of the most tranquil locations in Goa and offers a perfect space for the solitary visitor. $The beach itself is a pristine stretch of golden brown sand, fringed with coconut palms and other trees. The seas in the area are known to be quite rough and not always safe to swim in, so caution is advised when venturing out for a dip.",https://i.imgur.com/AVg5E6k.jpg,https://i.imgur.com/AVg5E6k.jpg https://i.imgur.com/yLWZzEp.jpg https://i.imgur.com/Az811F6.jpg  https://i.imgur.com/GnH9LG7.jpg https://i.imgur.com/j0vzEeg.jpg https://i.imgur.com/CaujbwI.jpg https://i.imgur.com/arrFMpx.jpg 
Benaulim Beach,GA_SouthGoa_BenaulimBeach,Goa,South Goa,Benaulim,15.2508,73.9202,Port & Sea Beach,"It is a fishing beach, which is known for its calm and relaxed nature","Its long stretch of soft white sand backed by verdant palm trees is a picturesque setting for keen beach goers, but if soaking up the sunshine on a sunlounger doesn't sound like your cup of tea, then you can enjoy the water sports and also take a dig at the tasty sea food available here.","Benaulim is a quiet paradise, it does tend to get a little crowded in the evenings as tourists come to enjoy the west-coast Indian sunset. The beach also tends to get crowded during the weekends. $Being far away from the energy of the city, time works differently on Benaulim Beach, and this place gives tourists the perfect getaway.",https://i.imgur.com/iHwDN7P.jpg,https://i.imgur.com/iHwDN7P.jpg https://i.imgur.com/jj4EmWj.jpg https://i.imgur.com/Ucae8GR.jpg https://i.imgur.com/3DCFLCl.jpg
Mobor Beach,GA_SouthGoa_MoborBeach,Goa,South Goa,Mobor,15.1573,73.9463,Port & Sea Beach,A wonderful piece of nature’s wonderland which still remains unperturbed by the urban frenzy,"The sun-bleached shoreline flanked by palm trees stretches all the way from Vasco da Gama and is a sheer treat to the eyes of every city dweller. The deep blue, crystal clear waters of the harmonious blend of the Arabian Sea and the Sal River is a spectacular sight. The incredible scenery serves as a true getaway and lets every being, unwind their worries in the magical aura of the pristine beach.","You can simply lie down and soak yourselves in the warm sun, take a refreshing dip in the cool waters or opt for some peaceful seaside solitary escape amidst the tranquil settings. $The beautiful resorts here will offer you a delightful sojourn thereby assuring you some unforgettable memories.",https://i.imgur.com/kMBExk7.jpg,https://i.imgur.com/kMBExk7.jpg https://i.imgur.com/kyqZEE8.jpg https://i.imgur.com/ROofM98.jpg https://i.imgur.com/pLggVNw.jpg
Colva Beach,GA_SouthGoa_ColvaBeach,Goa,South Goa,Colva,15.2805,73.912,Port & Sea Beach,Colva beach is a truly magnificent vacation spot for all tourists,"It stretches for an impressive 2.4 km and features striking white sand, turquoise waves, and towering coconut palms. Tourists from around the world frequent the Colva beach for sights of stunning sunsets and remarkable blue waves. As you tread the beach, you will witness quirky huts and hotels all along the shores.","The Portuguese influence on this area has been significant since the 1600s when the wealthy British and Portuguese considered Colva Beach as a prime vacation spot. $You will also find numerous beach shacks, hotels, and small shops on the beach along with several ruins of ancient Portuguese villas and houses. $You can take on a host of water and beach sports on the Colva beach while basking under the sun and enjoying the pleasant sea breeze.",https://i.imgur.com/SCsF28U.jpg,https://i.imgur.com/SCsF28U.jpg https://i.imgur.com/HwqJBu2.jpg https://i.imgur.com/SMnt0UZ.jpg https://i.imgur.com/CGJCzP6.jpg 
Sinquerim Beach,GA_NorthGoa_SinquerimBeach,Goa,North Goa,Sinquerium,15.4991,73.7675,Port & Sea Beach,Sinquerim Beach boasts of an amazing shoreline with and extent of sand,"It is one of the best beaches in Goa with international class facilities for water-skiing, para-sailing, fishing, scuba-diving and wind-surfing. The waters of Sinquerim are perfect for a refreshing swim with your family or friends and you must not miss the breathtaking water sports when vacationing here.","One of the key attractions of Sinquerim Beach is the popular Sunburn Festival held each year in December. $Another key attraction is the Aguada Fort, just next to the beach. Sinquerim is home to many restaurants and shacks that serve fresh seafood and cocktails to pamper your taste buds. ",https://i.imgur.com/DNz05hq.jpg,https://i.imgur.com/DNz05hq.jpg https://i.imgur.com/uKH2a5L.jpg https://i.imgur.com/IZghG3Q.jpg
Bambolim Beach,GA_NorthGoa_BambolimBeach,Goa,North Goa,Bambolim,15.4522,73.8487,Port & Sea Beach,This peaceful little beach is a haven for those who want to enjoy the sand and surf without the crowds,"The Bambolim beach is a great place to have a beach picnic and enjoy the quiet and solitude of one of the less frequented beaches in Goa, whilst at the same time, being more accessible than most of the other secluded beaches.Flanked by coconut trees, the picturesque place is not known by many tourists and thus cherishes its intrinsic aura of serenity.","Unlike most of the other beaches of Goa, the Bambolim beach is not cluttered with vendors and shacks lining the shore cheek by jowl, instead it is a stretch of golden sand interspersed with rocky outcroppings, and of course boarded by the blue waters of the Arabian Sea.",https://i.imgur.com/BQ6zl3I.jpg,https://i.imgur.com/BQ6zl3I.jpg https://i.imgur.com/kBAOdim.jpg https://i.imgur.com/N2FNJC0.jpg
Chapora River,GA_NorthGoa_ChaporaRiver,Goa,North Goa,Chapora,15.6527,73.8032,Nature & Wildlife,This beautiful river runs along the Northern part of Goa and eventually joins the Arabian Sea,The Chapora River has the perfect water current and rapids that are required for White River rafting and other water sports like Kayaking. Tourists can even go for cruise rides and enjoy the sea breeze with some appetizers. The calm and serene environment around the river helps one connect with their inner self and feel peaceful. One can easily drive up to the shores of this peaceful river and escape the busy city life.,Sunset boat rides are particularly famous in this area as during the sunset the river is more beautiful than ever.,https://i.imgur.com/vzDImF3.jpg,https://i.imgur.com/vzDImF3.jpg https://i.imgur.com/eHb4ILp.jpg https://i.imgur.com/akV9XmL.jpg https://i.imgur.com/ckKdpf3.jpg https://i.imgur.com/BOGq1pl.jpg
Tropical Spice Plantations ,GA_SouthGoa_TropicalSpicePlantations ,Goa,South Goa,Ponda,15.4528,74.0107,Zoos & Reserves,"Spice Plantations are one of most delightful the places to visit in Goa, so don’t miss out on them","A huge variety of the common spices that we use at home, as well as the more exotic and expensive varieties reserved for special occasions, are grown here. By making a visit to these plantations, you get right into the natural habitat of the ingredients so beloved in Indian kitchens. ","You can take a tour of the plantation and understand how the spices are grown, what goes into making them strong and appealing, and why certain spices cost as much as they do. You can also get some useful usage tips that might just transform your cooking experiences. $Apart from the actual spice farming, you will also find yourself having a good time drinking the special teas offered on the plantations, eating the delicious home-made food delicately tinged with homegrown spices, and enjoying the general ambiance of the space.",https://i.imgur.com/OfUfVo3.jpg,https://i.imgur.com/OfUfVo3.jpg https://i.imgur.com/yEOSno9.png https://i.imgur.com/h8h7U27.jpg https://i.imgur.com/3MZfYHJ.jpg
Verna Springs,GA_SouthGoa_VernaSprings,Goa,South Goa,Verna,15.3479,73.9462,Nature & Wildlife,This is a good spot to visit for some nature sighting,"Verna Springs, popularly known as Kesarval Springs, are located near the Verna Cliffs, hence the name. ‘Kesarval’, on the other hand, is a reference to the days of old when eagles(kesar-val) had a nesting ground near the springs. The eagles are gone but the springs gush out from between the huge rocks and green trees just as chirpily as ever. The surroundings are quiet and only the hum of the forest fauna is to be heard and one of the best places to visit in Goa with family.","The Verna Springs are popular not only for their natural beauty but also for their rumored healing properties. The water from the Springs is said to hold curative properties. $The skin, eyes, internal ailments can all purportedly be cured by a dip in the water of Verna Springs. As a result, you will come across all manner of people here who are enjoying a taste of the waters in the hope of curing some physical ailment or the other. $The best time to visit is during the monsoon season when the water is flowing at full force even though they continue to exist in the dry season albeit to a much less forceful extent. Take a spare set of clothes or your swimming costume along if you too wish to take a dip in them.",https://i.imgur.com/QYdt583.jpg,https://i.imgur.com/QYdt583.jpg https://i.imgur.com/BgN7UJY.jpg
Shree Mangueshi Temple,GA_NorthGoa_ShreeMangueshiTemple,Goa,North Goa,Mardol,15.4449,73.9664,Religious Sites,"This is a temple dedicated to Lord Mangueshi, a form of Shiva which is recognized only in Goa","A major tourist attraction in the state, the Mangueshi Temple is a great place for those of you who want a taste of authentic Goan life away from the Westernised beaches. The location is especially alluring as the Mangueshi Temple is set among lush green forests and resplendent paddy fields with mango and jackfruit grooves nearby hand in hand with tall palm trees. This makes a perfect place for a meditative retreat.","This temple was built in 1560 when the site of the Mangesh Linga was shifted from the original spot in Kushasthali to Mangeshi following the Portuguese invasion. The current structure was built 150 years later under the Maratha rule, when it was upscaled from a simple construction to the imposing structure it is today. $The Temple can be visited throughout the day but it really shines out at night as candles by the dozen illuminate it.",https://i.imgur.com/Ux3uq5u.jpg,https://i.imgur.com/Ux3uq5u.jpg https://i.imgur.com/8fVdXJM.jpg https://i.imgur.com/KHWO8EI.jpg
Divar Island,GA_NorthGoa_DivarIsland,Goa,North Goa,Divar Island,15.5277,73.9066,Nature & Wildlife,The small island is covered with dense forests and there is only one village on it with a small set of residents,"The fact that such a small, pristine, and simple place can exist in Goa alongside the crazy party scene  If you’ll visit it, only then you will be able to experience it. Absolutely unlike any experience in Goa, Divar Island will leave you feeling happy and satisfied. This is because the entire place gives off a rich, wholesome, almost home-like vibe which is particularly attractive to those who prefer quiet and natural beauty.",It does not have any commercial tourist attractions but the local sites like the whitewashed Church are worth a visit. These are simple and yet intricately designed structures which are elegant in their own way.,https://i.imgur.com/J2JbXW2.jpg,https://i.imgur.com/J2JbXW2.jpg https://i.imgur.com/v33Wdff.jpg https://i.imgur.com/c4tMqYl.jpg https://i.imgur.com/5yTkEx4.jpg
Harvalem Waterfall,GA_NorthGoa_HarvalemWaterfall,Goa,North Goa,Sanquelim,15.5511,74.0267,Waterfalls & Rivers ,The majesty and grace of the waterfall is a sight that we will be never tired of seeing,"The happy gush and flow as it hurls itself gaily off the cliff, inspires us with awe and wonder. The waters blissful rush and graceful fall before it gleefully pounds into the rocks below enthrals the senses. Most especially, when a waterfall is set amongst the rolling green slopes in an area lush with forests and awash with history and form a lake that tempts swimmers to take a cooling dip.","The Arvalem waterfall, with a height of just 50m and a width of 7m, is a must visit especially during the monsoon season, when the falls are a gushing torrent hurtling madly into the lake below. $Although it is not as imposing a sight as the famous Dudhsagar falls, it is less strenuous and easier to get to than the Dudhsagar falls, making it the perfect choice for a fun trip with family and friends.",https://i.imgur.com/QHqKoTm.jpg,https://i.imgur.com/QHqKoTm.jpg https://i.imgur.com/xRWLwK9.jpg https://i.imgur.com/pwTPxi0.jpg
Museum of Christian Art,GA_NorthGoa_MuseumofChristianArt,Goa,North Goa,Goa Velha,15.5013,73.9071,Education & History,"There are some outstanding sculptures, paintings, furniture, precious metals, etc. present in the museum.",The Museum of Christian Art was built in 1994 and is a major tourist attraction of Goa. The residents of Goa are very artistic people and they love their art. This love of theirs can be witnessed by visiting any of the museums in the state. The Museum of Christian Art is a very famous and unique Museum. The museum is one of a kind and no other museum in Asia is like the Museum of Christian Art. The museum contains artworks of only Christians. ,"The Museum which was initially set up to display these unique works of art, evolved over the years into a space focused on creating awareness on conservation and restoration of art and architecture through various activities and collaborations. Noteworthy among these are the restoration of the 17th Century, State protected monument, The Church of Santa Monica and conservation of the Museum’s collection.",https://i.imgur.com/veuTX1x.jpg,https://i.imgur.com/veuTX1x.jpg https://i.imgur.com/zNciNtL.jpg https://i.imgur.com/jNuVK38.jpg https://i.imgur.com/nuq3CZl.jpg 
Church of St. Cejatan,GA_SouthGoa_ChurchofSt.Cejatan,Goa,South Goa,Old Goa,15.5056,73.9153,Religious Sites,The church is in the form of a Greek cross and has a large dome with Latin inscriptions inside,"Goa is not a very diverse state. Almost all of the people residing in Goa follow the same religion, Christianity. Since Christianity is the most widely followed religion here, there are many churches in the state. Churches in Goa take a very important part in the life of the residents. The Church of St. Cajetan is one of the most famous churches in Goa. The church possesses a very strong resemblance with the popular St. Peters Basilica church located in Rome.","St. Cajetan Church, also known as the Church of Divine Providence, is a church of the Roman Catholic Archdiocese of Goa and Daman located in Old Goa. The church was completed in 1661 and is part of the World Heritage Site, Churches and convents of Goa. $The church is considered to have been modeled on St. Peter's Basilica in Vatican City. Seventeenth century travelers Giovanni Francesco Gemelli Careri and Pietro Della Valle have also likened the church to the Sant'Andrea della Valle, which is the seat of the Theatine order.",https://i.imgur.com/Lz2vOOO.jpg,https://i.imgur.com/Lz2vOOO.jpg https://i.imgur.com/KiFY1C4.jpg 
Lamgao Buddhist Caves,GA_NorthGoa_LamgaoBuddhistCaves,Goa,North Goa,Lamgao,15.5959,73.9365,Nature & Wildlife,Lamgau Caves are made up of two man-made caves which were meant to be a residence for monks,The caves are of great importance to the Hindu community in Goa and they reflect the transition from Buddhism to Hinduism. The caves are designed in a Buddhist fashion but the idols of Nandi and the Shivaling outside the main entrance of the smaller of the two caves reveal another aspect.The other cave is much larger and is basically a place where one can sit and meditate or take shelter from the rains. ,The caves are crafted out of red lateritic soil making it not so strong and that is why the caves have been left incomplete.,https://i.imgur.com/DdZG0X1.jpg,https://i.imgur.com/DdZG0X1.jpg https://i.imgur.com/hoTupYA.jpg https://i.imgur.com/gRctFdk.jpg 
Corjuem Fort,GA_NorthGoa_CorjuemFort,Goa,North Goa,Corjuem,15.5968,73.8928,Iconic Places,"One of the two inland forts still intact in Goa, the Corjuem Fort",The Fort was built in 1550 and has since seen many parties take control of it- from the Indian rulers to the colonists. This fort made an especially attractive possession because of its strategic position. The fort is so situated as to be a great defensive location for Panaji. Hence the numerous battles that took place here for control.,"The Fort was rebuilt by the British in 1705. Though it has fallen into disuse now, it is still an attractive spot and you might come across history buffs and architecture enthusiasts going over the fort for its structure and its past. $The Fort is built across the Mapusa river which can be seen cutting through the green Goan countryside. It is a view that is capable of instilling peace.",https://i.imgur.com/gSnRYG0.jpg,https://i.imgur.com/gSnRYG0.jpg https://i.imgur.com/stkM8YM.jpg https://i.imgur.com/igdc48v.jpg https://i.imgur.com/8s9Lowr.jpg https://i.imgur.com/pxV3C2j.jpg https://i.imgur.com/nliu8hj.jpg 
